run,surface,workload,runtimeId,pid,manifestSha256,measurementsSha256,cycle,cycleVisibleUuidCount,cycleIncidentalUuidCount,cycleRenderKeyCount,cumulativeDistinctActualVisibleUuids,cumulativeDistinctIncidentalUuids,cumulativeDistinctRenderKeys,cumulativeDistinctVisibleOrIncidentalUuids,browsedFootprintMiB,homeFootprintMiB,warm0HomeFootprintMiB,homeDeltaFromWarm0MiB,browsedHostElapsedMs,homeHostElapsedMs,browsedSnapshotSequence,homeSnapshotSequence
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,1,20,23,48,20,23,48,23,327.7,279.7,280.6,-0.9000000000000341,344069.2336249999,364662.032042,147,158
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,2,20,43,69,40,43,90,43,334.7,290.4,280.6,9.799999999999955,465165.2506670002,486509.9131669998,181,192
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,3,20,46,72,60,63,132,63,332.1,326.9,280.6,46.299999999999955,587909.5322500002,608765.1927499999,215,227
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,4,20,46,72,80,83,174,83,325.3,320.5,280.6,39.89999999999998,711382.6828749999,732259.578584,251,262
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,5,20,46,72,100,103,216,103,316.8,312,280.6,31.399999999999977,835448.2991670002,857014.6086249999,285,296
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,6,20,46,72,120,123,258,123,355.7,305.1,280.6,24.5,964417.1127090002,985887.8197920001,319,330
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,7,20,45,71,140,143,300,143,339.3,334.8,280.6,54.19999999999999,1090932.024084,1112047.166625,353,364
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,8,20,46,72,160,163,342,163,331.6,327,280.6,46.39999999999998,1215290.274125,1236511.206042,387,398
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,9,20,46,72,180,183,384,183,319.6,314.4,280.6,33.799999999999955,1341039.144084,1362183.6339170001,421,432
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,10,20,46,72,200,203,426,203,366.4,312.2,280.6,31.599999999999966,1465994.5042500002,1486858.785209,456,468
carousel-expanding-02,carousel,expanding,1788926293383-nhmjqqfe,10215,8bbaf609fcf2bb0ea75c29c758af655cfff4b46f20ed15e103b87ceba7d718cf,623ca11712b1e9ae82aaf2a18f5e6c79b0ca8d79ccce485817cd45e22238bdc1,11,20,46,72,220,223,468,223,354.4,349.4,280.6,68.79999999999995,1597530.3062089998,1619024.415709,491,502
